HGNC ID	Approved Symbol	UniProt ID(supplied by UniProt)
HGNC:14620	TES	Q9UGI8
HGNC:26065	TESC	Q96BS2
HGNC:51142	TESC-AS1	
HGNC:11731	TESK1	Q15569
HGNC:11732	TESK2	Q96S53
HGNC:29109	TESPA1	A2RU30
HGNC:29484	TET1	Q8NFU7
HGNC:33586	TET1P1	
HGNC:25941	TET2	Q6N021
HGNC:41125	TET2-AS1	
HGNC:28313	TET3	O43151
HGNC:30884	TEX2	Q8IWB9
HGNC:29585	TEX9	Q8N6V9
HGNC:25988	TEX10	Q9NXF1
HGNC:11733	TEX11	Q8IYF3
HGNC:11734	TEX12	Q9BXU0
HGNC:11735	TEX13A	Q9BXU3
HGNC:11736	TEX13B	Q9BXU2
HGNC:52277	TEX13C	
HGNC:52278	TEX13D	
HGNC:11737	TEX14	Q8IWB6
HGNC:11738	TEX15	Q9BXT5
HGNC:37957	TEX16P	
HGNC:33802	TEX19	Q8NA77
HGNC:35455	TEX21P	
HGNC:40026	TEX22	C9J3V5
HGNC:28622	TEX26	Q8N6G2
HGNC:42784	TEX26-AS1	
HGNC:2563	TEX28	O15482
HGNC:33356	TEX28P1	O15482
HGNC:33357	TEX28P2	O15482
HGNC:20370	TEX29	Q8N6K0
HGNC:25188	TEX30	Q5JUR7
HGNC:28568	TEX33	O43247
HGNC:25366	TEX35	Q5T0J7
HGNC:31653	TEX36	Q5VZQ5
HGNC:49500	TEX36-AS1	
HGNC:26341	TEX37	Q96LM6
HGNC:29589	TEX38	Q6PEX7
HGNC:19231	TEX40	Q9NTU4
HGNC:48667	TEX41	
HGNC:33767	TEX43	Q6ZNM6
HGNC:30722	TEX101	Q9BY14
HGNC:30712	TEX261	Q6UWH6
HGNC:30247	TEX264	Q9Y6I9
HGNC:11740	TF	P02787
HGNC:11741	TFAM	Q00059
HGNC:11636	TFAMP1	
HGNC:11638	TFAMP2	
HGNC:11742	TFAP2A	P05549
HGNC:40579	TFAP2A-AS1	
HGNC:11743	TFAP2B	Q92481
HGNC:11744	TFAP2C	Q92754
HGNC:15581	TFAP2D	Q7Z6R9
HGNC:30774	TFAP2E	Q6VUC0
HGNC:11745	TFAP4	Q01664
HGNC:17037	TFB1M	Q8WVM0
HGNC:18559	TFB2M	Q9H5Q4
HGNC:11748	TFCP2	Q12800
HGNC:17925	TFCP2L1	Q9NZI6
HGNC:11749	TFDP1	Q14186
HGNC:11750	TFDP1P	
HGNC:11751	TFDP2	Q14188
HGNC:24603	TFDP3	Q5H9I0
HGNC:11752	TFE3	P19532
HGNC:11753	TFEB	P19484
HGNC:11754	TFEC	O14948
HGNC:11755	TFF1	P04155
HGNC:11756	TFF2	Q03403
HGNC:11757	TFF3	Q07654
HGNC:11758	TFG	Q92734
HGNC:17165	TFIP11	Q9UBB9
HGNC:11759	TFP1	
HGNC:11760	TFPI	P10646
HGNC:11761	TFPI2	P48307
HGNC:13630	TFPT	P0C1Z6
HGNC:11762	TFR2	Q9UP52
HGNC:11763	TFRC	P02786
HGNC:11764	TG	P01266
HGNC:13466	TGCT1	
HGNC:20324	TGDS	O95455
HGNC:11765	TGFA	P01135
HGNC:41389	TGFA-IT1	
HGNC:11766	TGFB1	P01137
HGNC:11767	TGFB1I1	O43294
HGNC:11768	TGFB2	P61812
HGNC:50628	TGFB2-AS1	
HGNC:50629	TGFB2-OT1	
HGNC:11769	TGFB3	P10600
HGNC:11771	TGFBI	Q15582
HGNC:11772	TGFBR1	P36897
HGNC:11773	TGFBR2	P37173
HGNC:11774	TGFBR3	Q03167
HGNC:44152	TGFBR3L	H3BV60
HGNC:16836	TGFBRAP1	Q8WUH2
HGNC:11776	TGIF1	Q15583
HGNC:30730	TGIF1P1	
HGNC:15764	TGIF2	Q9GZN2
HGNC:44664	TGIF2-C20orf24	
HGNC:18570	TGIF2LX	Q8IUE1
HGNC:18569	TGIF2LY	Q8IUE0
HGNC:33317	TGIF2P1	
HGNC:11777	TGM1	P22735
HGNC:11778	TGM2	P21980
HGNC:11779	TGM3	Q08188
HGNC:11780	TGM4	P49221
HGNC:11781	TGM5	O43548
HGNC:16255	TGM6	O95932
HGNC:30790	TGM7	Q96PF1
HGNC:15450	TGOLN2	O43493
HGNC:17843	TGS1	Q96RS0
HGNC:11782	TH	P07101
HGNC:40495	TH2LCRR	
HGNC:18004	THA1P	
HGNC:19217	THADA	Q6YHU6
HGNC:20856	THAP1	Q9NVV9
HGNC:20854	THAP2	Q9H0W7
HGNC:20855	THAP3	Q8WTV1
HGNC:23187	THAP4	Q8WY91
HGNC:23188	THAP5	Q7Z6K1
HGNC:22340	THAP5P1	
HGNC:44502	THAP5P2	
HGNC:23189	THAP6	Q8TBB0
HGNC:23190	THAP7	Q9BT49
HGNC:41013	THAP7-AS1	
HGNC:23191	THAP8	Q8NA92
HGNC:23192	THAP9	Q9H5L6
HGNC:44172	THAP9-AS1	
HGNC:23193	THAP10	Q9P2Z0
HGNC:23194	THAP11	Q96EK4
HGNC:11783	THAS	
HGNC:11784	THBD	P07204
HGNC:11785	THBS1	P07996
HGNC:11786	THBS2	P35442
HGNC:11787	THBS3	P49746
HGNC:11788	THBS4	P35443
HGNC:13706	THEG	Q9P2T0
HGNC:43771	THEGL	P0DJG4
HGNC:17947	THEM4	Q5T1C6
HGNC:32692	THEM4P1	
HGNC:26755	THEM5	Q8N1Q8
HGNC:29656	THEM6	Q8WUY1
HGNC:50386	THEM7P	
HGNC:21569	THEMIS	Q8N1K5
HGNC:16839	THEMIS2	Q5TEJ8
HGNC:49196	THEMIS3P	
HGNC:26053	THG1L	Q9NWX6
HGNC:11792	THM	
HGNC:26160	THNSL1	Q8IYQ7
HGNC:25602	THNSL2	Q86YJ6
HGNC:19070	THOC1	Q96FV9
HGNC:19073	THOC2	Q8NI27
HGNC:19072	THOC3	Q96J01
HGNC:19074	THOC5	Q13769
HGNC:28369	THOC6	Q86W42
HGNC:29874	THOC7	Q6I9Y2
HGNC:41249	THOC7-AS1	
HGNC:11793	THOP1	P52888
HGNC:11795	THPO	P40225
HGNC:11796	THRA	P10827
HGNC:22964	THRAP3	Q9Y2W1
HGNC:32386	THRAP3P1	
HGNC:11799	THRB	P10828
HGNC:44515	THRB-AS1	
HGNC:41390	THRB-IT1	
HGNC:49503	THRIL	
HGNC:11800	THRSP	Q92748
HGNC:17754	THSD1	Q9NS62
HGNC:31375	THSD1P1	
HGNC:25835	THSD4	Q6ZMP0
HGNC:51420	THSD4-AS1	
HGNC:51421	THSD4-AS2	
HGNC:22207	THSD7A	Q9UPZ6
HGNC:29348	THSD7B	Q9C0I4
HGNC:18987	THTPA	Q9BU02
HGNC:23807	THUMPD1	Q9NXG2
HGNC:23808	THUMPD1P1	
HGNC:14890	THUMPD2	Q9BTF0
HGNC:24493	THUMPD3	Q9BV44
HGNC:44478	THUMPD3-AS1	
HGNC:50793	THUMPD3P1	
HGNC:11801	THY1	P04216
HGNC:29560	THYN1	Q9P016
HGNC:11802	TIA1	P31483
HGNC:11803	TIAF1	O95411
HGNC:11804	TIAL1	Q01085
HGNC:11805	TIAM1	Q13009
HGNC:11806	TIAM2	Q8IVF5
HGNC:18348	TICAM1	Q8IUC6
HGNC:21354	TICAM2	Q86XR7
HGNC:28704	TICRR	Q7Z2Z1
HGNC:11809	TIE1	P35590
HGNC:19075	TIFA	Q96CG3
HGNC:34024	TIFAB	Q6ZNK6
HGNC:1185	TIGAR	Q9NQ88
HGNC:14523	TIGD1	Q96MW7
HGNC:18333	TIGD2	Q4W5G0
HGNC:18334	TIGD3	Q6B0B8
HGNC:18335	TIGD4	Q8IY51
HGNC:18336	TIGD5	Q53EQ6
HGNC:18332	TIGD6	Q17RP2
HGNC:18331	TIGD7	Q6NT04
HGNC:26838	TIGIT	Q495A1
HGNC:25132	TIMD4	Q96H15
HGNC:11813	TIMELESS	Q9UNS1
HGNC:11817	TIMM8A	O60220
HGNC:17802	TIMM8AP1	
HGNC:11818	TIMM8B	Q9Y5J9
HGNC:39211	TIMM8BP1	
HGNC:39212	TIMM8BP2	
HGNC:11819	TIMM9	Q9Y5J7
HGNC:39928	TIMM9P1	
HGNC:39929	TIMM9P2	
HGNC:39930	TIMM9P3	
HGNC:11814	TIMM10	P62072
HGNC:4022	TIMM10B	Q9Y5J6
HGNC:11816	TIMM13	Q9Y5L4
HGNC:17315	TIMM17A	Q99595
HGNC:17310	TIMM17B	O60830
HGNC:49865	TIMM17BP1	
HGNC:25010	TIMM21	Q9BVV7
HGNC:17317	TIMM22	Q9Y584
HGNC:17312	TIMM23	O14925
HGNC:23581	TIMM23B	Q5SRD1
HGNC:17316	TIMM44	O43615
HGNC:23656	TIMM50	Q3ZCQ8
HGNC:1321	TIMMDC1	Q9NPL8
HGNC:11820	TIMP1	P01033
HGNC:11821	TIMP2	P16035
HGNC:11822	TIMP3	P35625
HGNC:11823	TIMP4	Q99727
HGNC:14599	TINAG	Q9UJW2
HGNC:19168	TINAGL1	Q9GZM7
HGNC:14607	TINCR	
HGNC:11824	TINF2	Q9BSI4
HGNC:23696	TIPARP	Q7Z3E1
HGNC:41028	TIPARP-AS1	
HGNC:30750	TIPIN	Q9BVW5
HGNC:30231	TIPRL	O75663
HGNC:17192	TIRAP	P58753
HGNC:17949	TJAP1	Q5JTD0
HGNC:11827	TJP1	Q07157
HGNC:14167	TJP1P	
HGNC:11828	TJP2	Q9UDY2
HGNC:11829	TJP3	O95049
HGNC:11830	TK1	P04183
HGNC:11831	TK2	O00142
HGNC:11833	TKCR	
HGNC:24552	TKFC	Q3LXA3
HGNC:11834	TKT	P29401
HGNC:11835	TKTL1	P51854
HGNC:25313	TKTL2	Q9H0I9
HGNC:25177	TLCD1	Q96CP7
HGNC:33522	TLCD2	A6NGC4
HGNC:29325	TLDC1	Q6P9B6
HGNC:16112	TLDC2	A0PJX2
HGNC:11837	TLE1	Q04724
HGNC:39438	TLE1P1	
HGNC:11838	TLE2	Q04725
HGNC:11839	TLE3	Q04726
HGNC:11840	TLE4	Q04727
HGNC:30788	TLE6	Q9H808
HGNC:11841	TLK1	Q9UKI8
HGNC:28608	TLK1P1	
HGNC:11842	TLK2	Q86UE8
HGNC:18048	TLK2P1	
HGNC:22227	TLK2P2	
HGNC:11843	TLL1	O43897
HGNC:11844	TLL2	Q9Y6L7
HGNC:11845	TLN1	Q9Y490
HGNC:15447	TLN2	Q9Y4G6
HGNC:11847	TLR1	Q15399
HGNC:11848	TLR2	O60603
HGNC:11849	TLR3	O15455
HGNC:11850	TLR4	O00206
HGNC:11851	TLR5	O60602
HGNC:16711	TLR6	Q9Y2C9
HGNC:15631	TLR7	Q9NYK1
HGNC:15632	TLR8	Q9NR97
HGNC:40720	TLR8-AS1	
HGNC:15633	TLR9	Q9NR96
HGNC:15634	TLR10	Q9BXR5
HGNC:31754	TLR12P	
HGNC:5056	TLX1	P31314
HGNC:37183	TLX1NB	P0CAT3
HGNC:5057	TLX2	O43763
HGNC:13532	TLX3	O43711
HGNC:24142	TM2D1	Q9BX74
HGNC:24127	TM2D2	Q9BX73
HGNC:24128	TM2D3	Q9BRN9
HGNC:11853	TM4SF1	P30408
HGNC:40587	TM4SF1-AS1	
HGNC:11856	TM4SF4	P48230
HGNC:11857	TM4SF5	O14894
HGNC:25181	TM4SF18	Q96CE8
HGNC:25167	TM4SF19	Q96DZ7
HGNC:41085	TM4SF19-AS1	
HGNC:49190	TM4SF19-TCTEX1D2	
HGNC:26230	TM4SF20	Q53R12
HGNC:11860	TM6SF1	Q9BZW5
HGNC:11861	TM6SF2	Q9BZW4
HGNC:11863	TM7SF2	O76062
HGNC:23049	TM7SF3	Q9NS93
HGNC:11864	TM9SF1	O15321
HGNC:11865	TM9SF2	Q99805
HGNC:21529	TM9SF3	Q9HD45
HGNC:30797	TM9SF4	Q92544
HGNC:26932	TMA7	Q9Y2S6
HGNC:25638	TMA16	Q96EY4
HGNC:43780	TMA16P1	
HGNC:43781	TMA16P2	
HGNC:23410	TMBIM1	Q969X1
HGNC:24257	TMBIM4	Q9HC24
HGNC:11723	TMBIM6	P55061
HGNC:49212	TMBIM7P	
HGNC:16513	TMC1	Q8TDI8
HGNC:16527	TMC2	Q8TDI7
HGNC:22995	TMC3	Q7Z5M5
HGNC:51424	TMC3-AS1	
HGNC:22998	TMC4	Q7Z404
HGNC:22999	TMC5	Q6UXY8
HGNC:18021	TMC6	Q7Z403
HGNC:23000	TMC7	Q7Z402
HGNC:20474	TMC8	Q8IU68
HGNC:29116	TMCC1	O94876
HGNC:49060	TMCC1-AS1	
HGNC:31901	TMCC1P1	
HGNC:24239	TMCC2	O75069
HGNC:29199	TMCC3	Q9ULS5
HGNC:18188	TMCO1	Q9UM00
HGNC:23312	TMCO2	Q7Z6W1
HGNC:20329	TMCO3	Q6UWJ1
HGNC:27393	TMCO4	Q5TGY1
HGNC:28558	TMCO5A	Q8N6Q1
HGNC:34243	TMCO5B	A8MYB1
HGNC:28814	TMCO6	Q96DC7
HGNC:17291	TMED1	Q13445
HGNC:16996	TMED2	Q15363
HGNC:28889	TMED3	Q9Y3Q3
HGNC:22301	TMED4	Q7Z7H5
HGNC:24251	TMED5	Q9Y3A6
HGNC:28331	TMED6	Q8WW62
HGNC:24253	TMED7	Q9Y3B3
HGNC:33945	TMED7-TICAM2	
HGNC:18633	TMED8	Q6PL24
HGNC:24878	TMED9	Q9BVK6
HGNC:16998	TMED10	P49755
HGNC:30754	TMED10P1	
HGNC:38105	TMED10P2	
HGNC:35401	TMED11P	
HGNC:11866	TMEFF1	Q8IYR6
HGNC:11867	TMEFF2	Q9UIK5
HGNC:11869	TMEM2	Q9UHN6
HGNC:13530	TMEM5	Q9Y2B1
HGNC:48910	TMEM5-AS1	
HGNC:17205	TMEM8A	Q9HCN3
HGNC:21427	TMEM8B	A6NDV4
HGNC:33778	TMEM8C	A6NI61
HGNC:18823	TMEM9	Q9P0T7
HGNC:1168	TMEM9B	Q9NQ34
HGNC:19230	TMEM9B-AS1	
HGNC:16823	TMEM11	P17152
HGNC:21076	TMEM14A	Q9Y6G1
HGNC:21384	TMEM14B	Q9NUH8
HGNC:20952	TMEM14C	Q9P0S9
HGNC:15660	TMEM14DP	A8MWL7
HGNC:34386	TMEM14EP	Q6UXP3
HGNC:26623	TMEM17	Q86X19
HGNC:25257	TMEM18	Q96B42
HGNC:25605	TMEM19	Q96HH6
HGNC:25890	TMEM25	Q86YD3
HGNC:28550	TMEM26	Q6ZUK4
HGNC:51209	TMEM26-AS1	
HGNC:29437	TMEM27	Q9HBJ8
HGNC:16667	TMEM30A	Q9NV96
HGNC:27254	TMEM30B	Q3MIR4
HGNC:30443	TMEM30C	A0ZSE6
HGNC:28601	TMEM31	Q5JXX7
HGNC:25541	TMEM33	P57088
HGNC:25864	TMEM35	Q53FP2
HGNC:18216	TMEM37	Q8WXS4
HGNC:28462	TMEM38A	Q9H6F2
HGNC:25535	TMEM38B	Q9NVV0
HGNC:25600	TMEM39A	Q9NV64
HGNC:25510	TMEM39B	Q9GZU3
HGNC:25620	TMEM40	Q8WWA1
HGNC:30544	TMEM41A	Q96HV5
HGNC:28948	TMEM41B	Q5BJD5
HGNC:28444	TMEM42	Q69YG0
HGNC:28472	TMEM43	Q9BTV4
HGNC:25120	TMEM44	Q2T9K0
HGNC:44272	TMEM44-AS1	
HGNC:25480	TMEM45A	Q9NWC5
HGNC:25194	TMEM45B	Q96B21
HGNC:18515	TMEM47	Q9BQJ4
HGNC:30590	TMEM50A	O95807
HGNC:1280	TMEM50B	P56557
HGNC:25488	TMEM51	Q9NW97
HGNC:26301	TMEM51-AS1	
HGNC:27916	TMEM52	Q8NDY8
HGNC:26438	TMEM52B	Q4KMG9
HGNC:26186	TMEM53	Q6P2H8
HGNC:24143	TMEM54	Q969K7
HGNC:25452	TMEM55A	Q8N4L2
HGNC:19299	TMEM55B	Q86T03
HGNC:26477	TMEM56	Q96MV1
HGNC:49388	TMEM56-RWDD3	
HGNC:25572	TMEM57	Q8N5G2
HGNC:1239	TMEM59	Q9BXS4
HGNC:13237	TMEM59L	Q9UK28
HGNC:21754	TMEM60	Q9H2L4
HGNC:27296	TMEM61	Q8N0U2
HGNC:26269	TMEM62	Q0P6H9
HGNC:29118	TMEM63A	O94886
HGNC:17735	TMEM63B	Q5T3F8
HGNC:23787	TMEM63C	Q9P1W3
HGNC:25441	TMEM64	Q6YI46
HGNC:25203	TMEM65	Q6PI78
HGNC:28396	TMEM67	Q5HYA8
HGNC:26510	TMEM68	Q96MH6
HGNC:28035	TMEM69	Q5SWH9
HGNC:26050	TMEM70	Q9BUB7
HGNC:26572	TMEM71	Q6P5X7
HGNC:31658	TMEM72	A0PK05
HGNC:27349	TMEM72-AS1	
HGNC:26409	TMEM74	Q96NL1
HGNC:15893	TMEM74B	Q9NUR3
HGNC:32295	TMEM75	Q8N9X5
HGNC:32307	TMEM78	Q5T7P6
HGNC:28196	TMEM79	Q9BSE2
HGNC:27453	TMEM80	Q96HE8
HGNC:32349	TMEM81	Q6P7N7
HGNC:32350	TMEM82	A0PJX8
HGNC:26890	TMEM86A	Q8N2M4
HGNC:28448	TMEM86B	Q8N661
HGNC:24522	TMEM87A	Q8NBN3
HGNC:25913	TMEM87B	Q96K49
HGNC:32371	TMEM88	Q6PEY1
HGNC:37099	TMEM88B	A6NKF7
HGNC:32372	TMEM89	A2RUT3
HGNC:32393	TMEM91	Q6ZNR0
HGNC:26579	TMEM92	Q6UXU6
HGNC:50442	TMEM92-AS1	
HGNC:28983	TMEM94	Q12767
HGNC:27898	TMEM95	Q3KNT9
HGNC:28106	TMEM97	Q5BJF2
HGNC:39640	TMEM97P1	
HGNC:39641	TMEM97P2	
HGNC:24529	TMEM98	Q9Y2Y6
HGNC:28305	TMEM99	Q8N816
HGNC:25607	TMEM100	Q9NV29
HGNC:28653	TMEM101	Q96IK0
HGNC:26722	TMEM102	Q8N9M5
HGNC:25984	TMEM104	Q8NE00
HGNC:26794	TMEM105	Q8N8V8
HGNC:28288	TMEM106A	Q96A25
HGNC:22407	TMEM106B	Q9NUM4
HGNC:28775	TMEM106C	Q9BVX2
HGNC:28128	TMEM107	Q6UX40
HGNC:28451	TMEM108	Q6UXF1
HGNC:50307	TMEM108-AS1	
HGNC:28771	TMEM109	Q9BVC6
HGNC:30526	TMEM110	Q86TL2
HGNC:38834	TMEM110-MUSTN1	
HGNC:33227	TMEM114	B3SHH9
HGNC:30055	TMEM115	Q12893
HGNC:25084	TMEM116	Q8NCL8
HGNC:25308	TMEM117	Q9H0C3
HGNC:27884	TMEM119	Q4V9L6
HGNC:21697	TMEM120A	Q9BXJ8
HGNC:32008	TMEM120B	A0PK00
HGNC:20511	TMEM121	Q9BTD3
HGNC:30138	TMEM123	Q8N131
HGNC:28275	TMEM125	Q96AQ2
HGNC:25382	TMEM126A	Q9H061
HGNC:30883	TMEM126B	Q8IUX1
HGNC:26038	TMEM127	O75204
HGNC:28201	TMEM128	Q5BJH2
HGNC:25137	TMEM129	A0AVI4
HGNC:25429	TMEM130	Q8N3G9
HGNC:30366	TMEM131	Q92545
HGNC:31092	TMEM132A	Q24JP5
HGNC:29397	TMEM132B	Q14DG7
HGNC:25436	TMEM132C	Q8N3T6
HGNC:29411	TMEM132D	Q14C87
HGNC:26991	TMEM132E	Q6IEE7
HGNC:24033	TMEM133	Q9H2Q1
HGNC:26142	TMEM134	Q9H6X4
HGNC:26167	TMEM135	Q86UB9
HGNC:28280	TMEM136	Q6ZRR5
HGNC:26944	TMEM138	Q9NPI0
HGNC:22058	TMEM139	Q8IV31
HGNC:21870	TMEM140	Q9NV12
HGNC:28211	TMEM141	Q96I45
HGNC:25603	TMEM143	Q96AN5
HGNC:25633	TMEM144	Q7Z5S9
HGNC:26912	TMEM145	Q8NBT3
HGNC:30414	TMEM147	Q9BVK8
HGNC:51273	TMEM147-AS1	
HGNC:24677	TMEM150A	Q86TG1
HGNC:34415	TMEM150B	A6NC51
HGNC:37263	TMEM150C	B9EJG8
HGNC:28497	TMEM151A	Q8N4L1
HGNC:21315	TMEM151B	Q8IW70
HGNC:26489	TMEM154	Q6P9G4
HGNC:26418	TMEM155	Q4W5P6
HGNC:26260	TMEM156	Q8N614
HGNC:30293	TMEM158	Q8WZ71
HGNC:30136	TMEM159	Q96B96
HGNC:26042	TMEM160	Q9NX00
HGNC:26020	TMEM161A	Q9NX61
HGNC:28483	TMEM161B	Q8NDZ6
HGNC:43839	TMEM161B-AS1	
HGNC:44973	TMEM161BP1	
HGNC:25380	TMEM163	Q8TC26
HGNC:26217	TMEM164	Q5U3C3
HGNC:30760	TMEM165	Q9HC07
HGNC:28330	TMEM167A	Q8TBQ9
HGNC:23956	TMEM167AP1	
HGNC:30187	TMEM167B	Q9NRX6
HGNC:25826	TMEM168	Q9H0V1
HGNC:25130	TMEM169	Q96HH4
HGNC:29577	TMEM170A	Q8WVE7
HGNC:34244	TMEM170B	Q5T4T1
HGNC:27031	TMEM171	Q8WVE6
HGNC:27962	TMEM173	Q86WV6
HGNC:28187	TMEM174	Q8WUU8
HGNC:28709	TMEM175	Q9BSA9
HGNC:24930	TMEM176A	Q96HP8
HGNC:29596	TMEM176B	Q3YBM2
HGNC:28143	TMEM177	Q53S58
HGNC:28517	TMEM178A	Q8NBL3
HGNC:44112	TMEM178B	H3BS89
HGNC:20137	TMEM179	Q6ZVK1
HGNC:33744	TMEM179B	Q7Z7N9
HGNC:20958	TMEM181	Q9P2C4
HGNC:26391	TMEM182	Q6ZP80
HGNC:20173	TMEM183A	Q8IXX5
HGNC:33458	TMEM183AP1	
HGNC:33205	TMEM183B	Q1AE95
HGNC:28797	TMEM184A	Q6ZMB5
HGNC:1310	TMEM184B	Q9Y519
HGNC:25587	TMEM184C	Q9NVA4
HGNC:17125	TMEM185A	Q8NFB2
HGNC:31717	TMEM185AP1	
HGNC:18896	TMEM185B	Q9H7F4
HGNC:24530	TMEM186	Q96B77
HGNC:13705	TMEM187	Q14656
HGNC:16735	TMEM189	A5PLL7
HGNC:33521	TMEM189-UBE2V1	
HGNC:29632	TMEM190	Q8WZ59
HGNC:25317	TMEM191A	Q9H0A3
HGNC:33600	TMEM191B	P0C7N4
HGNC:33601	TMEM191C	A6NGB0
HGNC:26775	TMEM192	Q8IY95
HGNC:22431	TMEM196	Q5HYL7
HGNC:33704	TMEM198	Q66K66
HGNC:43629	TMEM198B	
HGNC:18085	TMEM199	Q8N511
HGNC:21075	TMEM200A	Q86VY9
HGNC:33785	TMEM200B	Q69YZ2
HGNC:37208	TMEM200C	A6NKL6
HGNC:33719	TMEM201	Q5SNT2
HGNC:33733	TMEM202	A6NGA9
HGNC:28217	TMEM203	Q969S6
HGNC:14158	TMEM204	Q9BSN7
HGNC:29631	TMEM205	Q6UW68
HGNC:25593	TMEM206	Q9H813
HGNC:33705	TMEM207	Q6UWW9
HGNC:25015	TMEM208	Q9BTX3
HGNC:21898	TMEM209	Q96SK2
HGNC:34059	TMEM210	A6NLX4
HGNC:33725	TMEM211	Q6ICI0
HGNC:34295	TMEM212	A6NML5
HGNC:41939	TMEM212-AS1	
HGNC:41505	TMEM212-IT1	
HGNC:27220	TMEM213	A2RRL7
HGNC:25983	TMEM214	Q6NUQ4
HGNC:33816	TMEM215	Q68D42
HGNC:25018	TMEM216	Q9P0N5
HGNC:21238	TMEM217	Q8N7C4
HGNC:27344	TMEM218	A2RU14
HGNC:25201	TMEM219	Q86XT9
HGNC:33757	TMEM220	Q6QAJ8
HGNC:44357	TMEM220-AS1	
HGNC:21943	TMEM221	A6NGB7
HGNC:25363	TMEM222	Q9H0R3
HGNC:28464	TMEM223	A0PJW6
HGNC:32390	TMEM225	Q6GV28
HGNC:37279	TMEM229A	B2RXF0
HGNC:20130	TMEM229B	Q8NBD8
HGNC:15876	TMEM230	Q96A57
HGNC:37234	TMEM231	Q9H6L2
HGNC:37270	TMEM232	C9JQI7
HGNC:37219	TMEM233	B4DJY2
HGNC:28837	TMEM234	Q8WY98
HGNC:27563	TMEM235	A6NFC5
HGNC:23473	TMEM236	Q5W0B7
HGNC:14432	TMEM237	Q96Q45
HGNC:40042	TMEM238	C9JI98
HGNC:40044	TMEM239	Q8WW34
HGNC:25186	TMEM240	Q5SV17
HGNC:31723	TMEM241	Q24JQ0
HGNC:17206	TMEM242	Q9NWH2
HGNC:21707	TMEM243	Q9BU79
HGNC:21571	TMEM244	Q5VVB8
HGNC:1363	TMEM245	Q9H330
HGNC:28180	TMEM246	Q9BRR3
HGNC:51191	TMEM246-AS1	
HGNC:42967	TMEM247	A6NEH6
HGNC:25476	TMEM248	Q9NWD8
HGNC:44053	TMEM248P1	
HGNC:44155	TMEM249	Q2WGJ8
HGNC:20218	TMEM251	Q8N6I4
HGNC:28537	TMEM252	Q8N6L7
HGNC:32545	TMEM253	P0C7T8
HGNC:25804	TMEM254	Q8TBM7
HGNC:27340	TMEM254-AS1	
HGNC:26086	TMEM255A	Q5JRV8
HGNC:28297	TMEM255B	Q8WV15
HGNC:28618	TMEM256	Q8N2U0
HGNC:49186	TMEM256-PLSCR3	
HGNC:45087	TMEM256P1	
HGNC:45088	TMEM256P2	
HGNC:2562	TMEM257	O96002
HGNC:1164	TMEM258	P61165
HGNC:17039	TMEM259	Q4ZIN3
HGNC:20185	TMEM260	Q9NX78
HGNC:30536	TMEM261	Q96GE9
HGNC:49128	TMEM261P1	
HGNC:49389	TMEM262	E9PQX1
HGNC:28281	TMEM263	Q8WUH6
HGNC:51241	TMEM265	A0A087WTH1
HGNC:26763	TMEM266	Q2M3C6
HGNC:11870	TMF1	P82094
HGNC:51353	TMF1P1	
HGNC:30800	TMIE	Q8NEW7
HGNC:32431	TMIGD1	Q6UXZ0
HGNC:28324	TMIGD2	Q96BF3
HGNC:51375	TMIGD3	P0DMS9
HGNC:18308	TMLHE	Q9NVH6
HGNC:44261	TMLHE-AS1	
HGNC:11871	TMOD1	P28289
HGNC:11872	TMOD2	Q9NZR1
HGNC:11873	TMOD3	Q9NYL9
HGNC:11874	TMOD4	Q9NZQ9
HGNC:11875	TMPO	P42166
HGNC:44158	TMPO-AS1	
HGNC:21364	TMPOP1	
HGNC:50860	TMPOP2	
HGNC:33865	TMPPE	Q6ZT21
HGNC:11876	TMPRSS2	O15393
HGNC:11877	TMPRSS3	P57727
HGNC:11878	TMPRSS4	Q9NRS4
HGNC:44179	TMPRSS4-AS1	
HGNC:14908	TMPRSS5	Q9H3S3
HGNC:16517	TMPRSS6	Q8IU80
HGNC:30846	TMPRSS7	Q7RTY8
HGNC:30079	TMPRSS9	Q7Z410
HGNC:27954	TMPRSS11A	Q6ZMR5
HGNC:25398	TMPRSS11B	Q86T26
HGNC:37262	TMPRSS11BNL	
HGNC:31934	TMPRSS11CP	
HGNC:24059	TMPRSS11D	O60235
HGNC:24465	TMPRSS11E	Q9UL52
HGNC:29994	TMPRSS11F	Q6ZWK6
HGNC:42983	TMPRSS11GP	
HGNC:28779	TMPRSS12	Q86WS5
HGNC:29808	TMPRSS13	Q9BYE2
HGNC:9490	TMPRSS15	P98073
HGNC:11881	TMSB4X	P62328
HGNC:11883	TMSB4XP1	
HGNC:11884	TMSB4XP2	
HGNC:38587	TMSB4XP3	
HGNC:11886	TMSB4XP4	
HGNC:11887	TMSB4XP5	
HGNC:11888	TMSB4XP6	
HGNC:11889	TMSB4XP7	
HGNC:11885	TMSB4XP8	
HGNC:11882	TMSB4Y	O14604
HGNC:11879	TMSB10	P63313
HGNC:41949	TMSB10P1	
HGNC:41950	TMSB10P2	
HGNC:30744	TMSB15A	P0CG34
HGNC:28612	TMSB15B	P0CG35
HGNC:24099	TMTC1	Q8IUR5
HGNC:25440	TMTC2	Q8N394
HGNC:26899	TMTC3	Q6ZXV5
